OriginalOrder,BuildingID,Use,BuildingName,Occupancy,LandscapeArea,ConditionedArea,RooftopArea,EnergyBase,OldEnergyBase,JobsBase,OpCostEnergyBase,OpCostWaterBase,ExpenditureFoodBase,OpCostBase,FoodPercentageBase,WaterBase,CO2EnergyBase,CO2WaterBase,CO2FoodBase,CO2EmissionsBase,EnergyHighPerformance,JobsHighPerformance,OpCostEnergyHP,OpCostWaterHP,OpCostFoodHP,OpCostHP,InvestmentCostHP,WaterHighPerformance,CO2EnergyHP,CO2WaterHP,CO2FoodHP,CO2EmissionsHighPerformance,EnergyWaterEfficient,JobsWaterEfficient,OpCostEnergyWaterEfficient,OpCostWaterWaterEfficient,OpCostFoodWaterEfficient,OpCostWaterEfficient,InvestmentCostWaterEfficient,WaterWaterEfficient,CO2EnergyWaterEfficient,CO2WaterWaterEfficient,CO2FoodWaterEfficient,CO2EmissionsWaterEfficient,EnergyGreenery,JobsGreenery,OpCostEnergyGreenery,OpCostWaterGreenery,OpCostFoodGreenery,OpCostGreenery,InvestmentCostGreenery,WaterGreenery,CO2EnergyGreenery,CO2WaterGreenery,CO2FoodGreenery,CO2EmissionsGreenery,EnergyPVPanels,JobsPVPanels,OpCostEnergyPVPanels,OpCostWaterPVPanels,OpCostFoodPVPanels,OpCostPVPanels,InvestmentCostPVPanels,CO2EnergyPV,CO2WaterPV,CO2FoodPV,CO2EmissionsPVPanels,EnergyGreenhouse,JobsGreenhouse,OpCostEnergyGreenhouse,OpCostWaterGreenhouse,OpCostFoodGreenhouse,OpCostGreenhouse,InvestmentCostGreenhouse,FoodPercentageGreenhouse100,WaterGreenhouse100,CO2EnergyGreenhouse,CO2WaterGreenhouse,CO2FoodGreenhouse,CO2EmissionsGreenhouse
29,1665135f-6fcc-436e-9aba-158c6aefb153,Commercial,C161_1_1,24,210.3156472,490.42981,490.42981,123989.7895,123512.373,0,24642.97067,7053.16,3555.09,35251.21606,0,1027782.206,93860.27067,10979.13,4497.77,109337.1706,-21831.973,0.04429129982,-4339.104634,0,0,-4339.104634,78592.98355,0,-16526.80356,0,0,-16526.80356,-6301.80776,0,-1252.484292,-1117.471725,0,-2369.956017,717.2535971,-162837.4098,-4770.468474,0,0,-4770.468474,-133.6766254,0,-21.55535584,-1165.14266,0,-1186.698016,9253.888477,-169783.9942,-16.31740437,0,0,-16.31740437,-94898.16824,0.049042981,-18861.01094,0,0,-18861.01094,9655336.884,-71837.91335,0,0,-71837.91335,68414.9585,0.1655200609,11031.91206,4386.412788,0,132073.8292,354212.9303,0.09767592628,702908.5252,51790.12358,0,-46419.18152,5370.942064
30,16b65e40-780d-4d34-a0bb-e17359f95e8a,Commercial,C273_1_1,17,1025.18667,347.80396,347.80396,97256.53237,94929.35863,0,19329.73581,23668.15,2518.19,45516.07438,0,3448910.721,73623.195,7786.20,3185.92,84595.31603,-18777.04863,0.03729900588,-3731.938415,0,0,-3731.938415,57148.40278,0,-14214.22581,0,0,-14214.22581,-4469.1282,0,-888.2392298,-792.4907564,0,-1680.729986,508.6632915,-115481.3488,-3383.130047,0,0,-3383.130047,-651.6086475,0,-105.0718944,-5679.504783,0,-5784.576677,45108.21348,-827614.5403,-79.53942406,0,0,-79.53942406,-67300.06626,0.034780396,-13375.88817,0,0,-13375.88817,6847390.462,-50946.15016,0,0,-50946.15016,48518.65242,0.1173838365,7823.632703,3110.764694,0,93664.37332,251201.4101,0.06927000207,498490.0257,36728.61988,0,-32919.64481,3808.975068
31,17ff3db5-85b6-4d7b-8061-5d497e0da370,Commercial,C166_1_1,64,464.962755,1283.00952,641.50476,325046.9213,323991.4558,0,64603.0756,16635.40,9480.24,90718.71119,0,2424101.362,246060.5194,28722.42,11994.05,286776.9871,-56783.9558,0.101311777,-11285.81122,0,0,-11285.81122,145569.9688,0,-42985.45454,0,0,-42985.45454,-16486.10909,0,-3276.614182,-2923.408879,0,-6200.023061,1876.401423,-425997.6509,-12479.98458,0,0,-12479.98458,-295.5303271,0,-47.65426524,-2575.880343,0,-2623.534608,20458.36122,-375355.9698,-36.07427879,0,0,-36.07427879,-124131.1711,0.064150476,-24671.07025,0,0,-24671.07025,12629624.96,-93967.29649,0,0,-93967.29649,89489.91402,0.2165078565,14430.24864,5737.62978,0,172758.6464,463326.8129,0.12776460640,919436.6973,67743.86491,0,-60718.42553,7025.439379
32,185ddea1-dce0-48ed-97c3-12331a031ba8,Commercial,C42_1_1,126,176.4800775,2527.29492,1263.64746,621945.0855,621544.4757,0,123611.5857,17013.62,18664.22,159289.4279,0,2479215.973,470812.4297,56577.93,23613.28,551003.6438,-103169.7757,0.1421912774,-20504.99292,0,0,-20504.99292,272991.4529,0,-78099.5202,0,0,-78099.5202,-32474.63024,0,-6454.33276,-5758.582688,0,-12212.91545,3696.168821,-839137.7323,-24583.29509,0,0,-24583.29509,-112.1707373,0,-18.08753138,-977.6945736,0,-995.782105,7765.12341,-142469.1546,-13.69226126,0,0,-13.69226126,-244515.7835,0.126364746,-48597.51197,0,0,-48597.51197,24878059.37,-185098.4481,0,0,-185098.4481,176278.8207,0.4264810178,28424.95983,11302.08496,0,340303.0473,912669.378,0.25167298893,1811122.722,133443.0672,0,-119604.2321,13838.83516
33,19569d01-d734-4bf5-b4fe-8be025ab30c7,Commercial,C86_1_1,46,53.53272,939.79712,469.89856,237524.5949,237403.0756,0,47208.01323,6068.99,6813.92,60090.92977,0,884370.7155,179806.1183,21039.01,8620.72,209465.8481,-41218.4756,0.08670857489,-8192.172026,0,0,-8192.172026,109625.4839,0,-31202.38603,0,0,-31202.38603,-12075.98042,0,-2400.101109,-2141.380249,0,-4541.481358,1374.453288,-312040.8378,-9141.517179,0,0,-9141.517179,-34.02539683,0,-5.486595239,-296.5697352,0,-302.0563305,2355.43968,-43215.99056,-4.153352596,0,0,-4.153352596,-90925.37136,0.046989856,-18071.41756,0,0,-18071.41756,9251127.9,-68830.50612,0,0,-68830.50612,65550.84912,0.158590764,10570.07442,4202.780929,0,126544.7183,339384.235,0.09358684192,673482.1111,49621.99278,0,-44475.8987,5146.09408
34,19cb034d-357a-409d-9024-809db8397704,Commercial,C263_1_1,103,6032.638286,2060.6709,1030.33545,524861.8854,511167.7965,0,104316.2997,139347.19,15257.26,258920.7538,0,20305601.87,397320.4473,46131.73,19302.92,462755.1027,-86887.1965,0.1283953551,-17268.8303,0,0,-17268.8303,225574.5221,0,-65773.60775,0,0,-65773.60775,-26478.71643,0,-5262.644891,-4695.353786,0,-9957.998676,3013.731191,-684204.5589,-20044.38834,0,0,-20044.38834,-3834.344895,0,-618.2881143,-33420.64328,0,-34038.9314,265436.0846,-4870039.094,-468.0441025,0,0,-468.0441025,-199369.9096,0.103033545,-39624.76953,0,0,-39624.76953,20284729.17,-150923.0215,0,0,-150923.0215,143731.7953,0.3477382144,23176.75199,9215.338263,0,277471.6085,744159.7788,0.20520565308,1476728.284,108804.969,0,-97521.25034,11283.71868
35,19ec46c6-a7a9-4b16-9dec-5b5853e785f5,Commercial,C374_1_1,1,345.9042889,23.11744,11.55872,7205.186934,6419.984198,0,1432.030903,7491.61,148.13,9071.772661,0,1091674.027,5454.326509,517.52,187.41,6159.257973,-1284.227198,0.01359924704,-255.2401556,0,0,-255.2401556,5445.529676,0,-972.1599889,0,0,-972.1599889,-297.0489554,0,-59.03847989,-52.67437873,0,-111.7128586,33.809256,-7675.683603,-224.8660593,0,0,-224.8660593,-219.856766,0,-35.45190352,-1916.299851,0,-1951.751755,15219.78871,-279242.237,-26.83709097,0,0,-26.83709097,-2236.61232,0.001155872,-444.5266986,0,0,-444.5266986,227562.3,-1693.115526,0,0,-1693.115526,1612.44144,0.003901068,260.0061822,103.3813936,0,3112.788783,8348.28552,0.00230208005,16566.53544,1220.61817,0,-1094.032848,126.5853221
36,1a0549e0-240a-4160-b151-433580497d1c,Commercial,C77_1_1,70,138.66546,1416.01514,708.00757,356864.1527,356549.3821,0,70926.75035,10380.28,10369.01,91676.03989,0,1512608.676,270146.1636,31699.98,13118.49,314964.6375,-62163.3821,0.1064336466,-12354.97219,0,0,-12354.97219,159370.7705,0,-47057.68025,0,0,-47057.68025,-18195.17292,0,-3616.290618,-3226.469616,0,-6842.760234,2070.922142,-470159.5069,-13773.7459,0,0,-13773.7459,-88.13576638,0,-14.21189233,-768.202676,0,-782.4145683,6101.28024,-111942.1021,-10.75840249,0,0,-10.75840249,-136999.4648,0.070800757,-27228.64363,0,0,-27228.64363,13938899.03,-103708.5948,0,0,-103708.5948,98767.05602,0.2389525549,15926.18778,6332.432074,0,190667.9997,511358.4674,0.14100956712,1014751.85,74766.6614,0,-67012.9165,7753.744903
37,1b9a9a51-7a5f-454a-82cd-ee6fe3390852,Commercial,C106_1_1,124,133.2577644,2481.63138,275.73682,646744.2388,646441.7437,0,128540.4175,15853.19,18367.97,162761.5773,0,2310119.466,489585.3888,55555.67,23238.47,568379.5304,-118722.4437,0.2988958509,-23596.08569,0,0,-23596.08569,221174.8076,0,-89872.88988,0,0,-89872.88988,-31887.8738,0,-6337.714917,-5654.53576,0,-11992.25068,3629.385893,-823976.0671,-24139.12046,0,0,-24139.12046,-84.69863505,0,-13.6576549,-738.2441973,0,-751.9018522,5863.341634,-107576.5679,-10.33884476,0,0,-10.33884476,-53355.07467,0.027573682,-10604.32109,0,0,-10604.32109,5428568.644,-40389.79153,0,0,-40389.79153,38465.28639,0.09306117675,6202.52743,2466.194935,0,74256.53362,199150.9182,0.05491682755,395199.7973,29118.2218,0,-26098.49001,3019.731784
38,1bf57959-3cc0-4fe3-8daa-aa8425222242,Commercial,C256_1_1,27,291.4714425,549.78772,549.78772,140583.3104,139921.6702,0,27940.93294,9093.66,3999.48,41034.07408,0,1325124.21,106421.566,12307.96,5059.99,123789.5179,-24972.9702,0.04689510508,-4963.377827,0,0,-4963.377827,87444.35377,0,-18904.53844,0,0,-18904.53844,-7064.530845,0,-1404.075505,-1252.722039,0,-2656.797545,804.0645405,-182546.0167,-5347.84985,0,0,-5347.84985,-185.2592489,0,-29.87305388,-1614.743442,0,-1644.616495,12824.74347,-235299.5907,-22.61390179,0,0,-22.61390179,-106383.9238,0.054978772,-21143.80486,0,0,-21143.80486,10823945.74,-80532.63033,0,0,-80532.63033,76695.38694,0.1855533555,12367.13114,4917.310972,0,148059.0453,397084.1808,0.10949788066,787983.2497,58058.40791,0,-52037.4077,6021.000216
39,1f241ca5-39e1-4bc1-8722-2a6b92b34a05,Commercial,C377_1_1,328,38.4189675,6567.48336,820.93542,1641913.003,1641825.792,0,326330.2094,35258.81,48586.23,410175.2526,0,5137896.289,1242928.143,147024.64,61469.50,1451422.28,-282311.792,0.4584315298,-56109.46866,0,0,-56109.46866,513634.0405,0,-213710.0265,0,0,-213710.0265,-84389.27805,0,-16772.36901,-14964.37779,0,-31736.74681,9604.944414,-2180601.5,-63882.68348,0,0,-63882.68348,-24.41909574,0,-3.937579189,-212.8399793,0,-216.7775585,1690.43457,-31014.93324,-2.980747446,0,0,-2.980747446,-158851.0038,0.082093542,-31571.637,0,0,-31571.637,16162166.08,-120250.2099,0,0,-120250.2099,114520.4911,0.2770657043,18466.42919,7342.460737,0,221079.7187,592920.6071,0.16350072105,1176605.691,86692.01176,0,-77701.5375,8990.474252
40,205bdd04-4717-4fa6-a5fe-7e76d8a8bf73,Commercial,C236_1_1,1,1351.897875,24.01685,24.01685,9701.839348,6633.031172,0,1928.24057,28931.62,148.13,31007.98983,0,4215900.985,7344.292387,537.66,187.41,8069.358722,-1333.038172,0.009801397859,-264.9413367,0,0,-264.9413367,5678.559261,0,-1009.109896,0,0,-1009.109896,-308.6059791,0,-61.33543835,-54.72373467,0,-116.059173,35.12464313,-7974.314706,-233.6147262,0,0,-233.6147262,-859.2662894,0,-138.5566892,-7489.475499,0,-7628.032188,59483.5065,-1091362.55,-104.8874137,0,0,-104.8874137,-4647.260475,0.002401685,-923.6430194,0,0,-923.6430194,472831.7344,-3517.97618,0,0,-3517.97618,3350.350575,0.008105686875,540.2440302,214.8071259,0,6467.790661,17346.16991,0.00478329013,34422.15026,2536.215385,0,-2273.194853,263.0205328
41,2067f5f0-55a7-49dc-897b-219b619f41ac,Commercial,C78_1_1,24,170.35893,486.15784,486.15784,124824.5605,124437.8457,0,24808.88139,6179.37,3555.09,34543.34333,0,900454.9275,94492.19228,10883.50,4497.77,109873.4567,-22445.5457,0.04409797456,-4461.052208,0,0,-4461.052208,77954.53153,0,-16991.27809,0,0,-16991.27809,-6246.914821,0,-1241.574321,-1107.737803,0,-2349.312123,711.005841,-161418.9876,-4728.914519,0,0,-4728.914519,-108.2801359,0,-17.46017192,-943.7835918,0,-961.2437638,7495.79292,-137527.6637,-13.21735014,0,0,-13.21735014,-94071.54204,0.048615784,-18696.71898,0,0,-18696.71898,9571232.475,-71212.15732,0,0,-71212.15732,67819.01868,0.164078271,10935.81676,4348.204214,0,130923.3783,351127.4999,0.09682510396,696785.7242,51338.99714,0,-46014.83956,5324.157585
42,2070894f-1592-4cec-964d-d6f5d68f3358,Commercial,C103_1_1,419,41.562795,8384.23902,1397.37317,2061406.739,2061312.391,0,409704.5893,44852.95,62065.95,516623.4901,0,6535949.659,1560484.901,187695.90,78523.53,1826704.338,-341367.391,0.4485774587,-67846.76896,0,0,-67846.76896,653748.4936,0,-258415.115,0,0,-258415.115,-107733.7907,0,-21412.09091,-19103.95708,0,-40516.04798,12261.94957,-2783818.882,-81554.47958,0,0,-81554.47958,-26.4173125,0,-4.259791641,-230.2566936,0,-234.5164853,1828.76298,-33552.88796,-3.224662272,0,0,-3.224662272,-270391.7084,0.139737317,-53740.35204,0,0,-53740.35204,27510784.28,-204686.5233,0,0,-204686.5233,194933.5572,0.4716134449,31433.0361,12498.13004,0,376315.6758,1009252.772,0.27830632631,2002785.096,147564.7028,0,-132261.3705,15303.33227
43,21218613-ce09-44b5-96bd-344be5c96c97,Commercial,C91_1_1,114,739.6699725,2296.98336,287.12292,621734.696,620055.6452,0,123569.7708,27806.07,16886.68,168262.518,0,4051886.292,470653.1649,51422.00,21364.40,543439.5665,-121863.4452,0.2711152292,-24220.35973,0,0,-24220.35973,206201.799,0,-92250.62802,0,0,-92250.62802,-29515.2278,0,-5866.151525,-5233.80493,0,-11099.95646,3359.338164,-762667.385,-22343.02744,0,0,-22343.02744,-470.1342345,0,-75.80914532,-4097.750458,0,-4173.559603,32545.47879,-597122.1068,-57.387523,0,0,-57.387523,-55558.28502,0.028712292,-11042.20915,0,0,-11042.20915,5652732.487,-42057.62176,0,0,-42057.62176,40053.64734,0.0969039855,6458.650634,2568.032412,0,77322.83545,207374.529,0.05718452793,411518.9251,30320.61104,0,-27176.18438,3144.426658
44,21742f32-208f-4dc4-8bbb-d980db639b40,Commercial,C49_1_1,33,408.033525,661.86475,661.86475,167678.4837,166752.2476,0,33326.09864,12165.06,4888.25,50379.40575,0,1772686.1,126932.6122,14817.00,6184.43,147934.0471,-29128.6476,0.05145346441,-5789.318711,0,0,-5789.318711,104071.2928,0,-22050.38623,0,0,-22050.38623,-8504.671479,0,-1690.303456,-1508.095815,0,-3198.399271,967.9771969,-219758.9529,-6438.03631,0,0,-6438.03631,-259.3461085,0,-41.81955999,-2260.494039,0,-2302.313599,17953.4751,-329398.0385,-31.65740692,0,0,-31.65740692,-128070.8291,0.066186475,-25454.07729,0,0,-25454.07729,13030462.27,-96949.61765,0,0,-96949.61765,92330.13263,0.2233793531,14888.23389,5919.729886,0,178241.6366,478031.8157,0.13181958194,948617.6529,69893.9104,0,-62645.49859,7248.41181
45,2174b002-5ada-48f2-ae37-ab3998219b53,Commercial,C123_1_1,13,298.557669,269.55481,269.55481,73657.23587,72979.50996,0,14639.37563,7775.10,1925.67,24340.14979,0,1132983.667,55758.52755,6034.46,2436.29,64229.27603,-14038.65996,0.03283624887,-2790.183667,0,0,-2790.183667,45233.00273,0,-10627.26559,0,0,-10627.26559,-3463.660974,0,-688.4026186,-614.195696,0,-1302.598315,394.2239096,-89500.28356,-2621.991357,0,0,-2621.991357,-189.7632544,0,-30.59932477,-1654.000933,0,-1684.600258,13136.53744,-241020.1724,-23.16368885,0,0,-23.16368885,-52158.85574,0.026955481,-10366.57258,0,0,-10366.57258,5306860.322,-39484.25379,0,0,-39484.25379,37602.896,0.09097474838,6063.466979,2410.902929,0,72591.70469,194685.9615,0.05368559417,386339.4314,28465.39227,0,-25513.36277,2952.029502
46,2370d027-a794-4208-a469-6fe3085c9caa,Commercial,C248_1_1,9,452.83395,186.5498,186.5498,50748.52871,49720.59564,0,10086.27008,10627.07,1333.16,22046.50151,0,1548571.612,38416.63623,4176.24,1686.66,44279.54389,-9551.71564,0.02731664694,-1898.403483,0,0,-1898.403483,32405.06371,0,-7230.648739,0,0,-7230.648739,-2397.083035,0,-476.4202531,-425.0641428,0,-901.4843959,272.8290825,-61940.13009,-1814.591857,0,0,-1814.591857,-287.8212586,0,-46.41117795,-2508.68711,0,-2555.098288,19924.6938,-365564.6063,-35.13326171,0,0,-35.13326171,-36097.3863,0.01865498,-7174.355527,0,0,-7174.355527,3672699.188,-27325.72143,0,0,-27325.72143,26023.6971,0.0629605575,4196.321157,1668.50467,0,50238.27248,134735.5931,0.03715399052,267372.5009,19699.9387,0,-17656.93857,2043.000135
47,23cfeb92-269d-41b0-a776-40475c9ee1bd,Commercial,C228_1_1,1,72.62253385,28.6399,14.31995,7970.623713,7805.770561,0,1584.161463,1697.60,148.13,3429.889827,0,247373.35,6033.762151,641.15,187.41,6862.323574,-1530.011561,0.01513668392,-304.0897977,0,0,-304.0897977,6336.145006,0,-1158.218752,0,0,-1158.218752,-368.0101421,0,-73.14201574,-65.2576124,0,-138.3996281,41.88585375,-9509.305997,-278.5836776,0,0,-278.5836776,-46.15888252,0,-7.443119806,-402.3267571,0,-409.7698769,3195.391489,-58626.84985,-5.634441693,0,0,-5.634441693,-2770.910325,0.001431995,-550.7184271,0,0,-550.7184271,281924.0156,-2097.579116,0,0,-2097.579116,1997.633025,0.004832983125,322.1183253,128.077883,0,3856.39411,10342.58389,0.00285201746,20524.06834,1512.2082,0,-1355.383268,156.8249324
48,247b3616-d5c7-4b0a-8e16-d30af4d9fccc,Commercial,C255_1_1,22,411.8047425,453.4768,226.7384,119192.7805,118257.9837,0,23689.56512,11152.62,3258.83,38101.01509,0,1625153.731,90228.93481,10151.87,4122.95,104503.7628,-21693.7537,0.06023134068,-4311.633548,0,0,-4311.633548,57306.48477,0,-16422.17155,0,0,-16422.17155,-5826.977804,0,-1158.111838,-1033.272227,0,-2191.384065,663.20982,-150567.9019,-4411.022197,0,0,-4411.022197,-261.7430943,0,-42.20607396,-2281.386476,0,-2323.59255,18119.40867,-332442.4738,-31.94999799,0,0,-31.94999799,-43873.8804,0.02267384,-8719.93373,0,0,-8719.93373,4463912.25,-33212.52746,0,0,-33212.52746,31630.0068,0.07652421,5100.338597,2027.95221,0,61061.15107,163761.8094,0.04515810987,324972.8118,23943.91515,0,-21460.78956,2483.125588
49,251c769b-6032-4519-b789-af0e6c4898ea,Commercial,C27_1_1,1,361.66797,36.39758,36.39758,11072.44988,10251.46359,0,2200.649414,7897.14,148.13,10245.91879,0,1150767.305,8381.844561,814.82,187.41,9384.075265,-2136.74759,0.01206608139,-424.6785835,0,0,-424.6785835,7937.487353,0,-1617.517926,0,0,-1617.517926,-467.6929245,0,-92.95396874,-82.93391974,0,-175.8878885,53.23146075,-12085.08849,-354.0435438,0,0,-354.0435438,-229.8761617,0,-37.06753108,-2003.630193,0,-2040.697724,15913.39068,-291967.9698,-28.06012103,0,0,-28.06012103,-7042.93173,0.003639758,-1399.782681,0,0,-1399.782681,716577.3562,-5331.49932,0,0,-5331.49932,5077.46241,0.01228418325,818.7408136,325.5405913,0,9801.94855,26288.15216,0.00724908492,52166.83154,3843.639044,0,-3445.030947,398.6080974
50,2547a2bb-8a81-439c-817b-bda58eb83db1,Commercial,C220_1_1,76,370.84629,1526.7522,763.3761,388238.5154,387396.6943,0,77162.40493,15908.20,11257.79,104328.3895,0,2318134.732,293896.5561,34179.03,14242.93,342318.5155,-68413.1943,0.1105170466,-13597.12237,0,0,-13597.12237,170817.5856,0,-51788.78809,0,0,-51788.78809,-19618.09553,0,-3899.096486,-3478.790195,0,-7377.886681,2232.875093,-506927.533,-14850.89831,0,0,-14850.89831,-235.7099019,0,-38.00822169,-2054.477823,0,-2092.486044,16317.23676,-299377.4605,-28.77222382,0,0,-28.77222382,-147713.2754,0.07633761,-29358.01348,0,0,-29358.01348,15028966.97,-111818.9494,0,0,-111818.9494,106490.966,0.2576394338,17171.66826,6827.649174,0,205578.867,551348.3882,0.15203698092,1094108.795,80613.66122,0,-72253.54787,8360.113359
51,256f260c-51de-4149-9e0f-260f7eb7df2a,Commercial,C289_1_1,105,521.7138225,2118.91554,235.43506,556383.308,555199.0176,0,110581.1825,22228.15,15553.52,148362.8561,0,3239075.398,421182.1641,47435.64,19677.74,488295.5421,-104861.9176,0.2761900785,-20841.30612,0,0,-20841.30612,193877.7737,0,-79380.47162,0,0,-79380.47162,-27227.13449,0,-5411.392979,-4828.067452,0,-10239.46043,3098.913977,-703543.5267,-20610.94081,0,0,-20610.94081,-331.6013056,0,-53.47071052,-2890.279631,0,-2943.750341,22955.40819,-421170.0737,-40.47732787,0,0,-40.47732787,-45556.68411,0.023543506,-9054.390967,0,0,-9054.390967,4635127.744,-34486.40987,0,0,-34486.40987,32843.19087,0.07945933275,5295.964528,2105.735289,0,63403.18078,170042.9721,0.04689017081,337437.2997,24862.29549,0,-22283.92843,2578.36706
52,275b1614-1552-4445-99ca-3bb39b4ae102,Commercial,C383_1_1,17,144.6243825,340.55042,340.55042,88703.88696,88375.58961,0,17629.89753,4867.46,2518.19,25015.54494,0,709283.5929,67148.84243,7623.82,3185.92,77958.58023,-16344.40961,0.03690801647,-3248.45141,0,0,-3248.45141,56049.31086,0,-12372.71807,0,0,-12372.71807,-4375.923395,0,-869.7147748,-775.9631602,0,-1645.677935,498.0549893,-113072.956,-3312.57401,0,0,-3312.57401,-91.92325752,0,-14.82262527,-801.2149359,0,-816.0375612,6363.47283,-116752.6318,-11.22072733,0,0,-11.22072733,-65896.50627,0.034055042,-13096.93062,0,0,-13096.93062,6704586.394,-49883.65525,0,0,-49883.65525,47506.78359,0.1149357668,7660.468854,3045.888905,0,91710.97901,245962.5408,0.06782535857,488093.8895,35962.63518,0,-32233.09725,3729.537925
53,28cd9e82-abf9-4af4-970d-b5c6251caa78,Commercial,C307_1_1,36,146.1899925,733.60913,733.60913,185065.2838,184733.4325,0,36781.72515,6962.04,5332.64,49076.39691,0,1014504.446,140094.4198,16423.13,6746.65,163264.1996,-32002.4325,0.05417043954,-6360.483459,0,0,-6360.483459,114666.5865,0,-24225.8414,0,0,-24225.8414,-9426.555266,0,-1873.527859,-1671.569393,0,-3545.097252,1072.903353,-243580.2394,-7135.902336,0,0,-7135.902336,-92.91835923,0,-14.98308543,-809.8883705,0,-824.8714559,6432.35967,-118016.5203,-11.34219567,0,0,-11.34219567,-141953.3667,0.073360913,-28213.23162,0,0,-28213.23162,14442929.75,-107458.6986,0,0,-107458.6986,102338.4736,0.2475930814,16502.07887,6561.412874,0,197562.5563,529849.1941,0.14610847431,1051445.286,77470.22454,0,-69436.10415,8034.120387
54,29869523-7352-4af2-b5a5-ace84b1077fd,Commercial,C315_1_1,27,449.2308785,550.08679,550.08679,138792.5672,137772.8131,0,27585.02273,12456.71,3999.48,44041.20435,0,1815184.753,105065.9734,12314.66,5059.99,122440.6205,-24215.2131,0.04690785819,-4812.773604,0,0,-4812.773604,87488.86295,0,-18330.91632,0,0,-18330.91632,-7068.373763,0,-1404.839285,-1253.403487,0,-2658.242773,804.5019304,-182645.3169,-5350.758939,0,0,-5350.758939,-285.5311464,0,-46.04189735,-2488.726198,0,-2534.768095,19766.15865,-362655.9122,-34.8537163,0,0,-34.8537163,-106441.7939,0.055008679,-21155.30653,0,0,-21155.30653,10829833.68,-80576.43796,0,0,-80576.43796,76737.10721,0.1856542916,12373.85854,4919.985859,0,148139.5855,397300.1841,0.10955744461,788411.8918,58089.99015,0,-52065.71467,6024.275481
55,2a39d1b9-ea88-4e60-b44d-88e4fffff1f4,Commercial,C175_1_1,35,248.8224,700.81091,700.81091,176765.7768,176200.95,0,35132.19815,8976.89,5184.51,49293.59417,0,1308107.799,133811.6931,15688.88,6559.25,156059.8202,-30770.85,0.05294566687,-6115.706438,0,0,-6115.706438,109827.0553,0,-23293.53345,0,0,-23293.53345,-9005.112538,0,-1789.766117,-1596.836816,0,-3386.602933,1024.935956,-232690.2464,-6816.870191,0,0,-6816.870191,-158.1515174,0,-25.50193219,-1378.468968,0,-1403.9709,10948.1856,-200869.795,-19.30496267,0,0,-19.30496267,-135606.9111,0.070081091,-26951.87358,0,0,-26951.87358,13797214.79,-102654.4317,0,0,-102654.4317,97763.12195,0.2365236821,15764.30341,6268.065021,0,188729.9233,506160.6797,0.13957625206,1004437.237,74006.68331,0,-66331.75263,7674.930681
56,2a9c036e-ea5e-442e-ad31-b8f6821e6520,Commercial,C192_1_1,64,47.2707825,1290.98706,1290.98706,317422.9569,317315.6522,0,63087.81268,7777.22,9480.24,80345.27687,0,1133293.142,240289.1784,28901.01,11994.05,281184.2373,-53029.1522,0.07186061675,-10539.544,0,0,-10539.544,196161.4206,0,-40143.06822,0,0,-40143.06822,-16588.61698,0,-3296.987624,-2941.58615,0,-6238.573774,1888.068575,-428646.4335,-12557.58305,0,0,-12557.58305,-30.04530936,0,-4.844806134,-261.8787809,0,-266.723587,2079.91443,-38160.84238,-3.667518243,0,0,-3.667518243,-249805.9961,0.129098706,-49648.94173,0,0,-49648.94173,25416307.74,-189103.1391,0,0,-189103.1391,180092.6949,0.4357081328,29039.94705,11546.61082,0,347665.6618,932415.4041,0.25711805099,1850307.204,136330.17,0,-122191.9252,14138.24479
57,2b00c01b-d582-43d7-ba87-68f90c24fa63,Commercial,C247_1_1,134,0,2687.5249,1343.76245,662538.7277,662538.7277,0,131679.5721,14093.51,19849.25,165622.3342,0,2053699.028,501541.8169,60164.96,25112.54,586819.3162,-111781.4277,0.1466294623,-22216.55876,0,0,-22216.55876,289201.8417,0,-84618.54077,0,0,-84618.54077,-34533.51514,0,-6863.536134,-6123.67565,0,-12987.21178,3930.505166,-892338.8925,-26141.87096,0,0,-26141.87096,0,0,0,0,0,0,0,0,0,0,0,0,-260018.0341,0.134376245,-51678.58427,0,0,-51678.58427,26455323.23,-196833.6518,0,0,-196833.6518,187454.8618,0.4535198269,30227.09646,12018.63483,0,361878.1907,970532.4295,0.26762900485,1925947.531,141903.3304,0,-127187.1159,14716.21447
58,2b3eebfd-80a0-4bc9-93c6-75cb16b359fe,Commercial,C80_1_1,0,21.52692576,8.4895,4.24475,2378.058119,2329.191998,0,472.6390512,503.21,0.00,975.8451353,0,73326.93392,1800.189996,190.05,0.00,1990.242353,-457.345998,0.008241116429,-90.8975171,0,0,-90.8975171,2778.215476,0,-346.2109205,0,0,-346.2109205,-109.0863481,0,-21.68091169,-19.3438001,0,-41.02471179,12.41589375,-2818.768685,-82.57836552,0,0,-82.57836552,-13.68251401,0,-2.206305385,-119.258552,0,-121.4648574,947.1847334,-17378.29538,-1.670173176,0,0,-1.670173176,-821.359125,0.000424475,-163.2451261,0,0,-163.2451261,83568.51562,-621.7688576,0,0,-621.7688576,592.142625,0.001432603125,95.48299828,37.96511815,0,1143.120535,3065.770688,0.00084540107,6083.787938,448.2519671,0,-401.7655875,46.48637963
